User-ID,Age
1798,23
1801,52
1802,43
1803,48
1804,53
1806,44
1808,23
1809,33
1810,24
1811,56
1812,24
1815,30
1816,18
1818,47
1819,13
1820,16
1822,22
1823,25
1824,18
1825,34
1826,23
1828,25
1830, united kingdom
1831,25
1833,42
1834,24
1837,44
1840,21
1842,25
1843,32
1844,36
1845,34
1846,25
1848,22
1849,27
1850,3
1851,9
1853,57
1856,29
1857,39
1860,43
1863,43
1865,52
1869,21
1870,60
1874,36
1875,50
1877,47
1880,36
1881,31
1883,20
1884,30
1885,27
1887,14
1889,46
1890,24
1892,47
1893,31
1894,53
1897,58
1898,47
1899,35
1900,51
1903,36
1906,24
1907,32
1908,33
1910,0
1911,52
1912,35
1914,27
1916,17
1917,33
1918,23
1920,27
1925,42
1926,31
1927,20
1928,17
1929,43
1930,22
1931,40
1932,34
1934,18
1935,23
1936,24
1937,42
1939,29
1940,34
1941,47
1943,61
1944,25
1945,54
1946,23
1948,34
1950,29
1951,28
1952,23
1953,22
1954,36
1955,3
1957,41
1958,23
1959,20
1960,57
1961,17
1963,24
1965,31
1967,19
1968,31
1969,25
1970,47
1971,25
1972,20
1974,42
1976,41
1977,24
1979,28
1983,26
1985,39
1986,19
1987,13
1989,27
1990,32
1991,31
1993,37
1995,59
1996,34
1997,16
1999,26
2000,19
2001,24
2003,21
2005,30
2007,53
2009,31
2011,28
2012,34
2013,31
2014,36
2018,21
2019,29
2020,42
2022,50
2024,34
2025,27
2026,46
2028,42
2029,30
2030,31
2031,34
2032,29
2033,27
2034,35
2035,15
2036,49
2037,56
2040,50
2042,31
2046,22
2047,21
2048,25
2049,20
2050,48
2052,20
2054,25
2057,26
2060,54
2062,23
2064,33
2065,16
2066,31
2068,43
2069,48
2070,22
2071,27
2072,26
2074,35
2075,29
2076,34
2077,25
2079,40
2081,62
2082,14
2084,21
2085,36
2086,15
2088,19
2090,28
2091,27
2093,19
2095,24
2096,62
2101,30
2103,43
2106,44
2107,42
2114,23
2115,55
2118,25
2120,16
2121,28
2122,31
2123,40
2124,23
2125,62
2126,24
2128,32
2129,34
2130,34
2131,25
2133,15
2134,35
2136,45
2139,33
2142,34
2143,22
2144,22
2146,57
2147,35
2149,54
2152,1
2153,30
2155,18
2156,20
2158,58
2161,32
2162,18
2167,48
2168,27
2170,29
2171,27
2172,17
2173,29
2177,28
2179,30
2180,18
2181,15
2186,27
2189,24
2190,29
2191,39
2194,27
2196,22
2197,26
2199,25
2200,34
2201,34
2202,23
2203,40
2206,26
2208,18
2209,26
2211,23
2212,22
2213,15
2215,33
2217,37
2218,48
2220,27
2224,23
2227,32
2228,26
2229,27
2230,44
2231,35
2233,20
2235,16
2238,34
2239, usa
2241,62
2247,15
2248,19
2251,76
2252,47
2254,16
2255,35
2256,59
2258,21
2259,27
2261,59
2262,63
2263,28
2264,33
2265,32
2266,17
2268,22
2269,19
2272,24
2273,27
2274,37
2275,22
2276,46
2278,16
2279,18
2280,42
2281,30
2282,34
2283,18
2287,35
2288,30
2291,51
2294,25
2295,21
2296,61
2297,28
2300,19
2301,24
2302,34
2303,30
2305,71
2306,35
2307,41
2308,21
2309,18
2313,23
2314,25
2317,62
2319,43
2320,21
2321,35
2322,24
2324,40
2325,23
2326,23
2327,28
2329,13
2331,27
2336,17
2337,34
2338,57
2340,29
2342,60
2343,66
2344,48
2345,55
2346,22
2347,55
2348,44
2350,24
2351,24
2352,18
2357,35
2358,23
2359,38
2361,13
2362,58
2363,42
2366,16
2368,18
2369,45
2370,16
2371,22
2372,46
2373,16
2375,20
2376,38
2377,32
2383,37
2386,40
2388,64
2390,26
2391,45
2392,47
2394,29
2395,43
2396,50
2399,32
2401,25
2402,21
2403,41
2405,29
2406,48
2408,33
2409,57
2411,37
2413,25
2415,33
2416,21
2417,35
2418, the
2425,54
2426,58
2427,36
2430,25
2437,45
2439,26
2440,25
2441,18
2442,25
2443,28
2444,25
2446,22
2451,45
2454,32
2455,42
2456,54
2457,24
2461,59
2463,29
2464,25
2468,54
2470,22
2471,19
2472,35
2473,31
2477,23
2478,22
2480,24
2483,35
2487,46
2488,65
2489,39
2491,36
2494,27
2495,40
2496,18
2497,69
2499,49
2501,34
2503,36
2505,61
2506,50
2507,57
2508,38
2509,47
2511,31
2512,28
2515,38
2516,21
2518,28
2520,42
2522,39
2523,33
2531,20
2532,16
2533,28
2535,38
2536,29
2537,28
2538,55
2540,46
2541,55
2542,54
2545,48
2546,25
2548,33
2549,31
2554,24
2557,17
2560,48
2561, spain
2562,53
2563,26
2564,58
2566,43
2567,53
2572,36
2573,55
2575,35
2576,25
2577,59
2578,16
2582,17
2583,33
2585,25
2587,49
2590,26
2593,34
2594,22
2595,34
2597,29
2599,15
2600,29
2601,18
2603,23
2604,22
2605,33
2606,44
2608,17
2609,22
2610,21
2617,35
2620,63
2622,41
2623,19
2625,21
2627,41
2630,66
2631,18
2632,47
2634,53
2636,32
2640,24
2641,28
2643,28
2645,34
2649,56
2653,46
2656,83
2658,23
2659,39
2660,27
2661,52
2662,33
2664,25
2667,37
2669,24
2671,22
2672,17
2674,50
2675,35
2676,34
2677,46
2678,16
2679,34
2683,17
2684,40
2685,21
2686,24
2687,35
2688,16
2690,35
2691,21
2693,44
2694,58
2695,21
2697,52
2698,66
2699,53
2700,29
2701,27
2705,20
2708,59
2711,44
2713,47
2717,30
2718,30
2719,37
2720,15
2721,39
2722,51
2725, united kingdom
2729,19
2730,34
2735,47
2736,44
2737,19
2738,32
2739,27
2740,52
2742,37
2743,41
2745,50
2746,25
2748,26
2749,18
2751,21
2753,39
2755,51
2756,49
2757,46
2758,54
2760,23
2762,26
2766,42
2767,22
2768,30
2769,27
2771,56
2772,20
2773,36
2774,28
2777,73
2779,20
2781,30
2782,33
2783,43
2784,27
2785,34
2787,26
2789,28
2790,50
2792,32
2793,34
2795,41
2796,32
2798,35
2801,25
2802,46
2803,36
2804,53
2805,44
2806,1
2807,20
2808,21
2809,16
2811,22
2812,47
2815,18
2816,18
2817,36
2819,19
2821,30
2822,37
2823,46
2824,49
2825,24
2826,37
2827,23
2828,26
2829,68
2830,13
2831,26
2833,47
2838,44
2840,18
2841,38
2845,54
2846,26
2847,27
2848,26
2849,28
2852,59
2854,36
2855,35
2856,29
2857,29
2858,49
2860,35
2861,26
2862,20
2863,34
2865,25
2866,15
2867,23
2871,46
2873,45
2874,19
2875,33
2876,22
2877,39
2878,41
2879,19
2882,43
2883,43
2885,33
2887,53
2888,17
2890,37
2892,26
2893,21
2894,24
2895,26
2896,20
2898,30
2899,46
2900,18
2903,22
2904,32
2905,27
2906,20
2910,22
2911,20
2912,32
2913,30
2914,34
2915,34
2917,44
2919,27
2920,18
2922,20
2923,22
2925,22
2926,25
2928,25
2929,49
2931,40
2934,28
2935,59
2936,30
2938,43
2939,31
2941,55
2942,28
2944,33
2945,29
2946,31
2947,63
2948,24
2950,56
2951,32
2952,23
2954,71
2957,34
2959,58
2961,32
2962,47
2965,50
2967,29
2968,57
2970,46
2971,34
2972,60
2974,30
2975,28
2976,26
2977,25
2979,34
2980,31
2981,26
2982,34
2983,25
2984,28
2985,17
2986,18
2987,45
2988,22
2989,19
2990,18
2995,61
2996,21
2997,20
2999,26
3000,17
3001,41
3002,21
3003,60
3004,29
3007,18
3008,17
3010,34
3011,19
3013,18
3014,32
3015,25
3016,35
3018,20
3019,24
3020,37
3024,34
3025,27
3027, united kingdom
3028,21
3029,20
3032,40
3034,45
3035,31
3037,28
3038,29
3039,30
3040,25
3041,15
3042,23
3043,34
3044, austria
3045,30
3047,16
3050,29
3051,18
3052,31
3053,33
3055,24
3057,30
3059,44
3061,19
3063,57
3065,27
3066,29
3069,21
3070,29
3072,15
3073,23
3076,60
3080,62
3081,16
3082,47
3083,56
3084,26
3085,104
3086,21
3087,20
3088,25
3090,23
3091,27
3092,33
3093,46
3095,19
3098,34
3100,42
3101,28
3102,65
3104,27
3105,42
3110,25
3111,22
3112,33
3115,33
3117,23
3120,20
3121,46
3122,27
3125,19
3126,28
3128,27
3130,35
3131,30
3132,18
3133,34
3134,40
3135,28
3136,38
3137,26
3138,33
3140,34
3142,29
3144,32
3145,34
3147,36
3150,51
3151, usa
3152,50
3156,30
3158,21
3160,23
3161,39
3164,34
3166,15
3167,42
3168,17
3169,32
3171,26
3172,32
3173,16
3174,24
3175,35
3176,30
3177,44
3178,32
3179,34
3180,22
3181,21
3182,19
3183,21
3184,18
3187,24
3188,29
3189,17
3191,29
3193,24
3194,20
3195,36
3196,20
3197,38
3199,30
3200,42
3201,38
3202,21
3206,23
3207,35
3208,20
3209,24
3210,19
3211,119
3212,18
3213,37
3214,22
3215,30
3216,25
3218,21
3219,36
3220,33
3221,48
3222,15
3223,55
3224,17
3225,53
3229,39
3230,18
3231,57
3232,35
3233,22
3235,22
3236,27
3237,23
3238,41
3239,20
3240,33
3241,43
3242,27
3243,28
3246,44
3247,25
3248,20
3252,17
3253,18
3254,52
3255,21
3256,27
3258,20
3259,37
3260,45
3261,42
3262,21
3263,27
3267,61
3269,49
3270,21
3271,47
3273,44
3274,55
3275,29
3277,36
3278,31
3279,23
3281,53
3282,52
3283,19
3284,15
3285,23
3286,43
3287,14
3289,38
3292,29
3293,19
3295,32
3296,63
3297,36
3300,49
3303,24
3304,19
3305,26
3307,23
3311,30
3312,22
3313,61
3315,51
3317,20
3318,54
3319,45
3321,25
3324,22
3326,37
3327,41
3330,49
3331,60
3332,54
3335,47
3336,25
3337,15
3339,34
3340,22
3341,62
3342,21
3343,36
3344,61
3345,24
3346,20
3350,23
3351,42
3352,26
3353,23
3355,19
3358,58
3359,21
3361,23
3363,29
3364,29
3365,21
3366,29
3367,30
3369,60
3370,29
3371,25
3372,26
3373,30
3374,47
3376,26
3377,27
3378,22
3379,16
3380,45
3381,17
3382,25
3384,13
3385,42
3386,49
3389,32
3390,21
3391,23
3392,18
3393,55
3394,21
3395,21
3396,32
3398,29
3399,25
3400,27
3403,25
3406,32
3407,49
3408,32
3409,16
3411,20
3412,29
3413,35
3414,21
3415,16
3416,34
3418,14
3419,53
3420,18
3422,14
3423,21
3424,28
3425,27
3426,20
3427,50
3428,39
3429,19
3430,37
3431,18
3433,47
3434,58
3435,38
3436,26
3437,103
3438,21
3439,24
3444,48
3445,45
3446,47
3448,20
3449,26
3450,22
3452,38
3454,36
3455,49
3458,28
3460,32
3461,35
3463,66
3464,30
3465,28
3466,32
3467,36
3469,37
3470,23
3472,24
3475,35
3476,26
3478,36
3481,49
3485,60
3486,41
3488,21
3489,46
3490,13
3491,15
3500,55
3502,41
3503,23
3504,32
3505,30
3508,46
3509,29
3510,57
3511,42
3514,22
3515,22
3519,27
3520,20
3522,34
3523,16
3526,28
3529,47
3530,48
3531,40
3533,39
3535,18
3538,31
3539,31
3543,37
3544,58
3545,27
3546,27
3550,30
3552,41
3554,11
3555,30
3556,68
3557,63
3558,56
3559,34
3561,27
3562,38
3564,24
3566,42
3567,23
3570,24
3571,34
3572,26
3573,32
3574,31
3575,35
3576,33
3578,25
3579,33
3580,44
3583,48
3584,46
3585,27
3586,46
3589,34
3591,30
3592,18
3594,48
3597,16
3598,67
3601,33
3602,22
3603,34
3604,26
3605,28
3606,28
3607,48
3608,31
3611,0
3612,23
3613,29
3614,28
3616,33
3618,16
3620,29
3621,23
3632,33
3633,34
3635,14
3636, pakistan
3638,30
3639,17
3641,34
3644,43
3646,27
3647,17
3649,44
3650,37
3652,16
3653,20
3655,33
3657,22
3658,47
3663,30
3665,34
3666,26
3668,25
3669,34
3672,39
3673,56
3675,24
3677,2
3678,27
3679,25
3680,15
3681,24
3682,19
3683,24
3684,68
3685,33
3686,27
3687,17
3688,22
3689,104
3691,32
3692,41
3693,23
3694,16
3695,24
3696,14
3698,15
3699,33
3701,18
3702,48
3703,23
3704,25
3705,28
3707,25
3709,30
3710,16
3713,39
3714,27
3715,16
3716,31
3717,20
3719,18
3723,29
3725,38
3726,40
3728,40
3729,27
3730,41
3732,28
3734,43
3735,47
3737,15
3738,14
3740,24
3741,15
3742,22
3743,29
3745,40
3746,56
3747,39
3751,31
3752,44
3753,25
3754,19
3756,44
3758,37
3760,13
3762,25
3763,32
3764,19
3765,21
3766,22
3768,23
3769,39
3770,20
3771,17
3772,18
3773,34
3774,23
3775,57
3776,39
3777,27
3778,28
3783,40
3784,36
3785,48
3787,30
3789,25
3791,57
3792,12
3793,58
3794,57
3796,33
3797,25
3798,23
3799,18
3805,32
3806,32
3807,18
3808,14
3810,16
3811,16
3813,12
3815,55
3816,33
3817,29
3819,24
3820,37
3821,36
3822,33
3823,32
3824,28
3825,19
3827,23
3828,28
3829,28
3830,28
3831,36
3832,44
3833,27
3835,25
3837,21
3838,32
3840,46
3845,27
3850,46
3851,31
3852,30
3854,30
3855,27
3857,21
3858,13
3860,42
3861,37
3863,35
3864,18
3865,25
3866,23
3868,22
3869,38
3871,50
3872,62
3875,22
3876,34
3877,28
3878,20
3879,40
3880,48
3881,34
3882,40
3884,64
3888,23
3891,35
3895,33
3896,32
3898,24
3902,59
3903,28
3906,43
3909,27
3910,25
3911,26
3913,27
3914,29
3916,36
3917,25
3920,42
3921,45
3922,43
3924,21
3925, india
3929,28
3930,47
3933,28
3934,33
3936,40
3937,31
3938,37
3939,53
3940,32
3941,31
3942,30
3943,40
3945,33
3947, usa
3953,35
3954,24
3955,32
3956,34
3957,51
3959,23
3960,51
3963,39
3964,41
3966,15
3969,38
3970,24
3972,45
3973,24
3974,38
3975,29
3976,55
3977,63
3978,70
3982,19
3984,19
3986,36
3987,17
3989,36
3990,40
3991,30
3993,39
3996,23
3999,71
4000,28
4005,31
4007,40
4008,25
4009,27
4010,32
4011,42
4012,39
4013,53
4014,29
4015,16
4016,17
4017,48
4019,30
4020,13
4021,42
4022,33
4023,21
4025,16
4027,18
4028,26
4029,26
4030,32
4031,24
4032,26
4033,23
4034,24
4035,60
4037,48
4039,22
4041,45
4042,0
4043,26
4044,33
4046,42
4049,65
4051,37
4052,64
4054,18
4055,52
4057, united kingdom
4058,47
4060,15
4061,33
4062,41
4063,29
4066,31
4071,30
4073,44
4074,23
4075,50
4076,27
4078,46
4082,21
4083,23
4087,31
4091,77
4092,27
4093,24
4094,55
4095,56
4096,38
4097,24
4098,30
4099,29
4100,26
4103,27
4105,41
4106,52
4107,19
4109,57
4111,62
4113,24
4116,15
4117,15
4118,20
4119,13
4121,33
4122,24
4124,19
4125,56
4127,33
4128,23
4129,26
4131,51
4132,38
4134,42
4135,31
4138,20
4139,59
4142,25
4144,31
4145,29
4146,24
4147,38
4148,20
4151,27
4152,23
4153,23
4155,28
4156,21
4157,39
4158,40
4161,25
4162,27
4165,53
4167,49
4169,57
4172,26
4174,48
4175,59
4177,45
4178,34
4179,18
4181,44
4182,57
4183,57
4184,15
4185,63
4187,35
4188,34
4191,26
4192,44
4197,61
4198,14
4200,26
4201,17
4202,44
4206,17
4207,19
4209,58
4210,20
4211,20
4212,43
4213,61
4214,23
4217,14
4218,28
4219,30
4220,41
4222,22
4223,28
4225,33
4227,34
4228,41
4229,22
4231,38
4233,19
4236,36
4237,23
4240,48
4241,20
4242,18
4243,52
4248,28
4250,22
4251,28
4252,26
4253,36
4254,54
4255,103
4256,27
4257,45
4260,31
4261,34
4262,36
4263,71
4265,45
4266,38
4268,49
4269,15
4272,18
4274,41
4275,15
4276,43
4278,40
4279,50
4281,32
4282,23
4283,69
4284,37
4285,50
4286,51
4288,20
4291,38
4293,25
4296,21
4297,21
4299,37
4300,60
4305,33
4306,48
4307,70
4309,34
4310,58
4312,25
4313,29
4314,29
4316,17
4317,27
4318,38
4320,26
4323,35
4324,25
4327,47
4328,24
4329,27
4330,24
4331,27
4333,17
4334,38
4336,27
4337,44
4339,33
4341,49
4342,43
4343,38
4345,1
4346,74
4347,93
4348,40
4349,39
4350,41
4351,73
4352,26
4353,20
4355,32
4359,65
4360,37
4361,55
4363,22
4365,19
4367,55
4369,74
4370,46
4371,47
4373,47
4374,55
4375,32
4377,52
4378,24
4379,38
4380,26
4381,25
4383,29
4385,33
4388,46
4390,33
4391,31
4392,46
4393,31
4395,25
4396,20
4399,32
4401,28
4406,29
4408,25
4409,45
4410,25
4411,45
4412,21
4414,43
4415,46
4416,16
4417,37
4419,29
4420,24
4422,33
4423,26
4424,28
4427,27
4428,31
4432,64
4433,17
4434,52
4435,30
4436,43
4438,42
4439,33
4440,53
4442,26
4443,59
4444,29
4447,19
4450,22
4451,55
4453,31
4454,42
4456,20
4459,25
4460,38
4461,41
4464,49
4466,21
4467,32
4469, mexico
4470,30
4472,24
4473,18
4476,50
4477,42
4479,59
4480,22
4481,32
4484,18
4485,57
4486,41
4488,23
4489,14
4490,62
4491,43
4492,21
4493,16
4494,16
4495,59
4496,26
4497,25
4498,57
4499,32
4500,36
4506,29
4508,64
4509,30
4511,61
4512,22
4514,23
4516,66
4518,30
4519,21
4520,28
4522,16
4524,26
4525,31
4527,35
4531,43
4533,25
4535,28
4537,34
4538,47
4539,44
4541,32
4543,24
4545,39
4546,43
4547,24
4549,40
4550,34
4552,33
4553,20
4554,14
4555,29
4557,28
4559,25
4560,28
4562,27
4563,20
4564,39
4565,40
4566,19
4567,65
4569,64
4570,40
4571,23
4572,20
4573,32
4575,44
4576,25
4577,34
4578,26
4581,23
4583,19
4585,31
4586,36
4587,30
4588,27
4589,24
4590,21
4591,21
4593,45
4595,40
4597,21
4600,32
4603,29
4604,36
4605,44
4606,43
4610,35
4611,22
4612,33
4613,30
4614,35
4615, usa
4616,34
4617,22
4618,20
4619,15
4620,50
4621,28
4622,18
4623,23
4625,29
4627,19
4628,25
4629,24
4630,28
4631,33
4632,18
4633,27
4635, costa rica
4638, yugoslavia
4641,20
4642,21
4643,30
4644,23
4645,42
4646,25
4647,29
4648,39
4649,25
4650,32
4651,48
4652,45
4653,29
4654,18
4655,30
4659,34
4661,51
4664,28
4665,23
4666,30
4667,31
4670,26
4672,37
4674,42
4675,40
4676,33
4678,76
4679,26
4682,44
4684,27
4685,43
4688,22
4689,24
4692,37
